date,q,swt,v,lh,sh,light,strat,t,rh,sp,cc,pev,sw,st7,st28,st100,st255,sm7,sm28,sm100,sm255,tp
2017-02-04,21.8780393287036,7.575782,92778125.579894,-40.328714,22.532629,248.367908,0.30767,9.55541670416667,77.5911970833333,957.817332916667,73.375,0.0723422101625,15.7790978875,7.95125,7.00333334583333,6.43458337083333,8.32416666666667,0.323833333333333,0.326,0.238,0.22,0.8
2017-02-05,13.5093742190553,7.576405,93979125.579894,-87.827544,5.10713,196.732005,0.252722,7.755416675,78.258691875,954.2653075,45.875,0.0494284505541667,16.2015253333333,7.90541670416667,8.02208339583333,6.76166671666667,8.28458333333333,0.324,0.322791666666667,0.239291666666667,0.22,0.5
2017-02-06,12.1451843089442,7.52441,95170125.579894,-168.358531,8.328054,332.574472,0.265042,7.79291669583333,50.7745468333333,961.391611666667,49.2083333333333,0.120717614133333,20.5079122708333,7.35333334583333,7.313750025,6.9637500625,8.26166666666667,0.316083333333333,0.319583333333333,0.24,0.22,0
2017-02-07,15.0763808449074,7.693355,95023125.579894,-0.204388,0.11573,245.194336,0.329249,9.52208337083333,78.811978125,964.46693875,91.7916666666667,0.060628687375,4.15065570416667,8.413750025,7.61166670416667,7.09916667916667,8.22,0.33,0.316833333333333,0.24,0.22,16.3
2017-02-08,15.0852991646296,7.745349,95222125.579894,-23.513714,-2.61459,291.63679,0.271019,5.96166673333333,71.353905375,963.30611125,53.25,0.0680605212083333,6.142978825,7.7012500625,8.22208335833333,7.32416670416667,8.22,0.395083333333333,0.36125,0.241458333333333,0.22,7.2
2017-02-09,17.5312762247407,7.668471,95063125.579894,-28.211088,-5.425255,364.569474,0.298947,4.24708339541667,62.511520375,964.681497916667,11.3333333333333,0.0712222711916667,5.83098973333333,4.87625004166667,6.0450000875,7.33041666666667,8.17416666666667,0.367583333333333,0.366041666666667,0.245375,0.22,0
2017-02-10,24.609452446926,7.557017,94469125.579894,-71.373386,-18.870507,284.903462,0.286686,4.50333338416667,78.1669170833333,963.310894166667,89.9583333333333,0.0552039722916667,6.98512997,4.42625004583333,5.21583340833333,7.09083340833333,8.17,0.354166666666667,0.357208333333333,0.247375,0.22,0
2017-02-11,19.6029922997778,7.603304,93853125.579894,-19.938488,-4.41196,162.414609,0.284695,6.08250003708333,84.3182784166667,962.979369583333,91.5416666666667,0.0475081093333333,6.700435725,4.25750003333333,4.58458340416667,6.81166677916667,8.13875,0.346541666666667,0.349875,0.248708333333333,0.22,0.1
2017-02-12,17.7067481798703,7.777356,94999125.579894,-3.062765,16.716206,129.468002,0.252481,9.58458333333333,93.7074610416667,961.73313625,99.625,0.0274823799208333,16.165724,8.39916670416667,7.1387500625,6.71583339583333,8.10958333333333,0.346875,0.344583333333333,0.249125,0.22,0.6
2017-02-13,15.7683979101298,7.880483,95182125.579894,-1.502886,25.488249,109.681179,0.252438,10.0929166666667,93.5508582916667,961.998818333333,98.8333333333333,0.0231913143291667,15.6242417833333,9.32625,8.59916666666667,7.00750005,8.07,0.375666666666667,0.349666666666667,0.25075,0.22,14.7
2017-02-14,16.4727692552407,11.196573,102664125.579894,-22.80383,-4.813746,130.354914,0.414133,10.25125,88.5155905416667,970.187209166667,85.5,0.0456423885,6.95575530833333,10.0325,9.20958333333333,7.35958340833333,8.07,0.407958333333333,0.387333333333333,0.253708333333333,0.22,4.3
2017-02-15,80.8428110284815,11.501471,106370125.579894,-23.066701,-4.852659,222.595105,0.423511,9.34916666666667,86.93736175,978.70852,49.4583333333333,0.0559309055,7.60574364166667,9.52,9.25541666666667,7.69291671666667,8.0325,0.385583333333333,0.384583333333333,0.260333333333333,0.22,0
2017-02-16,80.7023194916296,11.390974,107025125.579894,-40.797374,-7.712573,298.709213,0.462289,9.10541666666667,88.4634019583333,978.859738333333,96.0833333333333,0.0651270186666667,4.39179981666667,9.75333333333333,9.3825,7.97208340833333,8.02,0.372958333333333,0.374208333333333,0.263791666666667,0.22,0
2017-02-17,63.6211876695182,11.39113,106676125.579894,-25.649389,-3.911383,399.984708,0.471856,9.53250005,82.6195437916667,973.994157083333,43.75,0.0838081735,3.69832922833333,9.7012500625,9.31375,8.17625,8.02,0.360958333333333,0.365166666666667,0.265625,0.22,0
2017-02-18,40.6922035463149,11.36778,106063778.357894,-21.507909,-4.278745,327.892827,0.270911,8.69083333333333,82.260881625,968.98532625,72.125,0.0786731370416667,4.90422066666667,8.52208337083333,8.55958335833333,8.29083333333333,8.02,0.350333333333333,0.357333333333333,0.267,0.22,0
2017-02-19,31.2327201523707,11.287965,105066125.579894,-21.54866,-4.255405,363.227765,0.265306,8.76583337083333,76.4995457083333,972.030499583333,27.0833333333333,0.0856576127083333,6.05355894166667,8.85541671666667,8.8200000375,8.33041666666667,8.06583333333333,0.341208333333333,0.350041666666667,0.267875,0.22,0
2017-02-20,29.8836178863517,11.312048,104116125.579894,-18.752925,-3.00658,395.719931,0.258701,8.29708337083333,78.7942931666667,972.313583333333,44.2083333333333,0.0823713167916667,3.08419506125,8.65541666666667,8.645,8.35958333333333,8.07,0.333,0.343583333333333,0.269291666666667,0.22,0
2017-02-21,21.5165824705557,11.394501,103041125.579894,-27.773639,-2.745472,426.686968,0.277505,9.863750025,65.8839933333333,970.603345,37.8333333333333,0.0921916318875,3.83197729916667,8.03666667916667,8.24083334583333,8.35541666666667,8.07,0.329291666666667,0.335208333333333,0.268,0.22,0
2017-02-22,21.8933064342224,11.462772,101291125.579894,-44.36328,-3.160106,441.209066,0.264202,10.1741666833333,68.188653625,968.286774166667,30.9166666666667,0.096926227,4.36710705833333,8.320000025,8.32,8.33458333333333,8.07,0.318583333333333,0.329541666666667,0.271,0.22,0
2017-02-23,19.8439754297591,11.204459,99683125.579894,-90.549374,-2.536639,433.699237,0.156421,10.7637500125,70.391392375,962.885809166667,55.4583333333333,0.0984188055833333,5.9097191625,8.64708334583333,8.47208335833333,8.32833333333333,8.07,0.310333333333333,0.324,0.2755,0.22,0
2017-02-24,18.0499514397594,11.296521,98617125.579894,-6.831782,-1.192708,198.526588,0.186632,8.91583335833333,88.4903238333333,960.467904166667,81.125,0.0359752233254167,7.58621294166667,9.05541669166667,9.02833333333333,8.40333333333333,8.07,0.314291666666667,0.320625,0.276,0.22,0.9
2017-02-25,18.9456458764259,11.216102,97785125.579894,-30.517919,-6.008378,414.542034,0.191895,6.59291669166667,73.8792937916667,965.887374583333,20.1666666666667,0.085232829475,5.07665473333333,7.82208340416667,8.113750025,8.40125,8.07,0.310958333333333,0.318666666666667,0.2765,0.22,0
2017-02-26,16.0899201331666,11.110568,97975125.579894,-59.90401,-11.914133,462.21912,0.19652,7.23666670416667,83.7785844583333,967.141553333333,45.9166666666667,0.0894670367291667,4.57333065416667,7.93041672916667,8.02208335833333,8.32208333333333,8.11166666666667,0.300166666666667,0.313916666666667,0.2755,0.22,0
2017-02-27,16.3132725808892,10.238266,96870125.579894,-119.650796,-13.184786,461.118151,0.225445,8.87416668333333,79.8873718333333,960.123369166667,41.2916666666667,0.0964879381666667,10.6712279666667,8.98666667916667,8.61583335833333,8.30958333333333,8.12,0.291583333333333,0.306833333333333,0.279,0.22,0.1
2017-02-28,14.5089376334073,10.110061,95901125.579894,-128.491922,-12.933095,317.894044,0.140657,8.43875003333333,72.767727125,956.470094166667,67.9583333333333,0.088470495735,13.4535195333333,8.49708334583333,8.71166667916667,8.37833333333333,8.12,0.282333333333333,0.302,0.278,0.22,0
2017-03-01,13.2568560300924,10.115746,95701125.579893,-55.973572,-7.89705,381.909556,0.135215,7.3137500375,68.6402243333333,965.092575,46.125,0.0913781598625,5.74287913333333,7.88458335833333,8.1387500125,8.35958333333333,8.12,0.274666666666667,0.297833333333333,0.277458333333333,0.22,0.1
2017-03-02,10.6851851851852,10.352661,96707125.579894,-22.223963,-2.187379,416.682408,0.132448,8.94500001666667,74.498816875,965.687467083333,51.2916666666667,0.0961732266875,5.14962887916667,8.49083335,8.17416669166667,8.28041666666667,8.12,0.266333333333333,0.292291666666667,0.2755,0.22,0
2017-03-03,11.6435185185185,10.440018,97728125.579894,-24.360345,-3.806993,317.765894,0.132448,8.92208335416667,85.1289665,957.134175833333,86.0416666666667,0.0689694936875,8.47453689166667,8.53666669166667,8.48041669166667,8.29083333333333,8.12,0.268916666666667,0.290083333333333,0.275625,0.22,3.7
2017-03-04,11.5910734953704,10.121716,99641125.579894,-102.193535,-18.614582,357.355025,0.132448,6.86583337083333,77.11943775,948.90332375,49.9583333333333,0.0759292861666667,16.5085484458333,8.57833333333333,8.96166666666667,8.37416666666667,8.12,0.381791666666667,0.307375,0.274583333333333,0.22,15
2017-03-05,16.3999405208334,10.124145,101605125.579894,-89.800739,-13.129808,470.572231,0.132448,7.45958335833333,74.164002,961.353182916667,68.7916666666667,0.0924111817791667,10.5314811083333,7.38458337083333,7.513750025,8.30333333333333,8.12,0.339375,0.313208333333333,0.275,0.22,0
2017-03-06,24.6294688773148,10.101054,102083125.579894,-120.930678,9.745686,501.378796,0.140746,10.1825000166667,65.3792980416667,963.319237083333,48.8333333333333,0.127234952441667,9.69115910333333,9.10541670416667,8.49291669166667,8.22416666666667,8.12,0.317833333333333,0.311791666666667,0.2745,0.22,0
2017-03-07,15.5324074074075,10.235778,101495125.579894,-15.883739,-0.835839,421.729858,0.137718,8.27208334583333,66.939541125,966.6261225,36.0833333333333,0.0906753037666667,6.0925371375,8.61791667916667,8.69708333333333,8.30333333333333,8.12,0.300125,0.306,0.2705,0.22,0.4
2017-03-08,13.445256238426,11.66573,102827125.579894,-9.72423,-0.415165,427.400613,0.133899,9.69083343333333,84.093196,971.804475,94.125,0.0717403975833333,4.05899252083333,9.41166669166667,9.07208334583333,8.3825,8.12,0.296416666666667,0.303541666666667,0.27,0.22,0
2017-03-09,15.4166666666668,11.974706,103341125.579894,-2.752279,0.378779,545.605218,0.133899,12.9345834125,74.4626114583333,970.926648333333,65.2916666666667,0.125634456333333,4.76650833333333,11.4325000125,10.3158333333333,8.56791666666667,8.14291666666667,0.287458333333333,0.29975,0.269083333333333,0.22,0
2017-03-10,13.449074074074,12.245593,103187125.579894,-5.900394,1.390355,569.85408,0.129894,13.8679166916667,73.337347125,968.004481666667,15.125,0.128334931145833,4.8411006375,12.0408333166667,11.1366666666667,8.89916666666667,8.17,0.274375,0.293666666666667,0.267458333333333,0.22,0
