date,t,rh,sp,cc,pev,sw,st7,st28,st100,st255,sm7,sm28,sm100,sm255,tp
2018-06-10,18.3866666666667,75.8938280416667,960.820751666667,80.1666666666667,0.137695888416667,5.21996817916667,18.71583325,18.0054166666667,15.4845833333333,11.6366666666667,0.352208333333333,0.369666666666667,0.347,0.224,6.4
2018-06-11,18.8054166666667,75.8950499166667,958.8197825,36,0.180662199375,8.25984005833333,19.34916675,18.4304166666667,15.70125,11.7075,0.352875,0.361125,0.346416666666667,0.224833333333333,3.2
2018-06-12,16.7575000833333,85.75331225,959.548959166667,75.0416666666667,0.135100397583333,8.64790868333333,18.3470834166667,18.1054166666667,15.8845833333333,11.7908333333333,0.339541666666667,0.352875,0.345208333333333,0.225,3.6
2018-06-13,18.4512499583333,58.2204162083333,961.258665416667,19.5,0.223147461595833,7.57011228333333,18.7241665833333,17.90541675,15.9825,11.8658333333333,0.316208333333333,0.34425,0.344,0.225,0
2018-06-14,18.753333375,67.3368303333333,962.720042916667,34.375,0.211986969383333,5.83572842083333,19.1491667083333,18.172083375,16.0866665,11.9470833333333,0.303041666666667,0.334458333333333,0.341,0.225,0.9
2018-06-15,19.25333325,75.4920327083333,963.858944166667,77.5416666666667,0.177460869083333,4.5880035875,20.1199999583333,18.90125,16.2408337916667,12.0283333333333,0.286541666666667,0.324666666666667,0.338041666666667,0.225791666666667,0.9
2018-06-16,19.97625,77.0928277083333,965.169708333333,57.75,0.1713209576125,3.57061830833333,20.7033333333333,19.5408333333333,16.4616666666667,12.1075,0.305708333333333,0.32,0.338375,0.226,0.5
2018-06-17,20.672083375,80.9916523333333,967.996960416667,79.125,0.153130946625,5.41650072083333,20.9908333333333,19.8658333333333,16.7200000833333,12.1970833333333,0.300041666666667,0.314166666666667,0.336208333333333,0.226,4.6
2018-06-18,21.2449999583333,73.6280950416667,969.404803333333,63.7083333333333,0.2145984499375,3.82017957833333,21.995,20.3804166666667,16.9658332083333,12.2845833333333,0.287,0.3075,0.333875,0.226,0.5
2018-06-19,21.7324999583333,71.88728225,969.917774166667,12.8333333333333,0.2284820174,4.65632349166667,22.3158333333333,20.895,17.2595832916667,12.37625,0.26525,0.297583333333333,0.328916666666667,0.226,0
2018-06-20,22.4220833333333,69.7561717083333,968.95332125,11.9166666666667,0.229979531291667,3.97034027916667,22.6345833333333,21.0804166666667,17.5325,12.47,0.240541666666667,0.286625,0.324083333333333,0.226,0.1
2018-06-21,23.36375,69.9511374166667,967.677604166667,19.75,0.198670176083333,3.48789096666667,22.9575,21.4095833333333,17.7991666666667,12.57,0.227,0.279166666666667,0.320875,0.226,0.2
2018-06-22,23.5408333333333,69.6067054166667,966.89801625,48.25,0.19374089125,4.57174845833333,23.4908333333333,21.9283333333333,18.0783333333333,12.67,0.217208333333333,0.272208333333333,0.318625,0.226,1.2
2018-06-23,21.0241666666667,77.7246802916667,968.072909583333,51.0833333333333,0.142252858208333,3.38629939583333,22.5075,21.97,18.3679166666667,12.7720833333333,0.220666666666667,0.2675,0.3175,0.226916666666667,3.2
2018-06-24,21.2033332916667,70.7060295416667,966.734951666667,60.875,0.199614098625,4.08060524166667,22.1533333333333,21.1720833333333,18.5283333333333,12.87625,0.235625,0.257583333333333,0.315708333333333,0.227,0.5
2018-06-25,22.0387499583333,70.2797050833333,966.235443333333,58.5,0.188171909291667,5.801005625,22.3970833333333,21.27,18.62625,12.9845833333333,0.215666666666667,0.251833333333333,0.313416666666667,0.227,0
2018-06-26,22.75125,65.3474083333333,967.475795,64.0416666666667,0.188798909416667,4.69957378333333,23.4679166666667,21.9304166666667,18.745,13.08875,0.194791666666667,0.247208333333333,0.310083333333333,0.227,0
2018-06-27,23.6158334166667,64.2128861666667,965.631586666667,43.6666666666667,0.23601585625,5.69397235416667,24.0345833333333,22.2741666666667,18.9116666666667,13.1970833333333,0.178625,0.241,0.306166666666667,0.227,0
2018-06-28,20.9741666666667,82.693524,962.32558875,97.0416666666667,0.1317679625,4.21820374583333,22.7679166666667,22.4595833333333,19.1241666666667,13.3054166666667,0.206416666666667,0.23775,0.304083333333333,0.227,9.7
2018-06-29,21.3866667083333,82.091284875,961.5972525,70.2916666666667,0.162485773083333,3.9659609875,22.7220833333333,21.92625,19.2366666666667,13.41375,0.295875,0.238333333333333,0.302,0.227,2.9
2018-06-30,23.55125,63.8229749166667,960.9188,20.375,0.2454700732,4.71537969583333,24.0241666666667,22.3970833333333,19.3408333333333,13.5220833333333,0.272958333333333,0.237625,0.2975,0.227,0
2018-07-01,23.6554166666667,61.64467375,960.257192083333,8.70833333333333,0.246757880083333,5.2631439125,23.77,22.3991666666667,19.45125,13.6304166666667,0.235833333333333,0.233041666666667,0.292791666666667,0.227,0
2018-07-02,22.7345833333333,80.0620468333333,962.56071875,46.9166666666667,0.180217123666667,5.42346903333333,23.695,22.8054166666667,19.60125,13.7366666666667,0.218625,0.230125,0.2905,0.227,0.8
2018-07-03,23.4054166666667,73.3648089166667,965.62743875,30.2083333333333,0.210652930458333,6.44789640416667,24.22625,22.9595833333333,19.7470833333333,13.85125,0.204541666666667,0.229583333333333,0.290125,0.227,0.6
2018-07-04,23.2137499166667,59.7417929583333,964.77688875,1.45833333333333,0.257809581791667,7.33837797083333,24.1970833333333,23.00125,19.8908333333333,13.96375,0.180458333333333,0.224625,0.286541666666667,0.226541666666667,0
2018-07-05,21.7095832916667,68.742314625,966.273979166667,43.2083333333333,0.202019425795833,6.99549665166667,23.17625,22.5866666666667,19.9825,14.0720833333333,0.169541666666667,0.219708333333333,0.282833333333333,0.226,6.7
2018-07-06,21.630416625,74.8066257916667,969.330648333333,43.625,0.206055363208333,5.3680712375,23.1325,22.4970833333333,20.0345833333333,14.1845833333333,0.325333333333333,0.227875,0.281791666666667,0.226,5.9
2018-07-07,22.1970832916667,78.7043633333333,969.183802916667,37.25,0.183917606,3.74047014166667,23.2825,22.4616666666667,20.0845833333333,14.295,0.292375,0.236541666666667,0.281041666666667,0.226,0.2
2018-07-08,23.61375,71.1632095,968.534112916667,37.1666666666667,0.2171858392125,4.81984297916667,23.7220833333333,22.5991666666667,20.1304166666667,14.4033333333333,0.294166666666667,0.242791666666667,0.281375,0.226,0.1
2018-07-09,22.9845833333333,71.960274375,967.61652875,40.375,0.19310351908125,4.64580461666667,23.6075,22.8575,20.2179166666667,14.5116666666667,0.273875,0.242333333333333,0.279541666666667,0.226,1.3
2018-07-10,22.8220833333333,73.71767525,965.876865833333,20.8333333333333,0.199467052416667,4.21565401541667,23.8179166666667,22.8533333333333,20.28875,14.61375,0.247583333333333,0.24,0.278458333333333,0.226,1.4
